"","index","value"
"1",1,46
"2",2,46
"3",3,52
"4",4,49
"5",5,50
"6",6,53
"7",7,50
"8",8,48
"9",9,51
"10",10,51
"11",11,52
"12",12,55
"13",13,54
"14",14,51
"15",15,50
"16",16,47
"17",17,51
"18",18,48
"19",19,53
"20",20,51
"21",21,44
"22",22,48
"23",23,49
"24",24,52
"25",25,48
"26",26,45
"27",27,52
"28",28,51
"29",29,48
"30",30,54
"31",31,48
"32",32,51
"33",33,50
"34",34,53
"35",35,54
"36",36,49
"37",37,51
"38",38,51
"39",39,47
"40",40,49
"41",41,49
"42",42,50
"43",43,52
"44",44,51
"45",45,46
"46",46,46
"47",47,53
"48",48,53
"49",49,49
"50",50,46
"51",51,53
"52",52,48
"53",53,48
"54",54,45
"55",55,49
"56",56,55
"57",57,50
"58",58,51
"59",59,47
"60",60,49
"61",61,47
"62",62,50
"63",63,51
"64",64,50
"65",65,51
"66",66,48
"67",67,46
"68",68,49
"69",69,53
"70",70,49
"71",71,48
"72",72,49
"73",73,52
"74",74,45
"75",75,48
"76",76,52
"77",77,46
"78",78,49
"79",79,47
"80",80,53
"81",81,53
"82",82,53
"83",83,48
"84",84,51
"85",85,52
"86",86,49
"87",87,51
"88",88,52
"89",89,48
"90",90,46
"91",91,49
"92",92,48
"93",93,51
"94",94,50
"95",95,48
"96",96,54
"97",97,48
"98",98,47
"99",99,47
"100",100,49
