index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
2,54,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
3,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
4,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
5,54,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
6,53,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
7,52,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
8,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
9,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
10,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
11,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
12,46,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
13,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
14,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
15,44,Machine 2,0,0,4,3,0,51,-0.0033210364905109,3
16,51,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
17,51,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
18,54,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
19,51,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
20,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
21,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
22,47,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
23,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
24,54,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
25,52,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
26,55,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
27,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
28,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
29,52,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
30,47,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
31,53,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
32,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
33,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
34,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
35,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
36,47,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
37,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
38,51,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
39,52,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
40,44,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
41,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
42,49,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
43,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
44,52,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
45,48,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
46,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
47,54,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
48,47,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
49,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
50,51,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
51,53,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
52,50,Machine 2,0,0,0,3,0,51,-0.0033210364905109,3
