index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,93,Machine 6,0,0,0,5,1,91,-0.021739632872572044,5
2,91,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
3,87,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
4,87,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
5,90,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
6,80,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
7,81,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
8,84,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
9,82,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
10,76,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
11,80,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
12,78,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
13,71,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
14,77,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
15,69,Machine 6,0,3,0,4,0,91,-0.021739632872572044,5
16,77,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
17,74,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
18,73,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
19,66,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
20,69,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
21,69,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
22,67,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
23,73,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
24,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
25,64,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
26,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
27,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
28,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
29,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
30,59,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
31,59,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
32,59,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
33,53,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
34,56,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
35,60,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
36,53,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
37,52,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
38,46,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
39,51,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
40,47,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
41,49,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
42,50,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
43,43,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
44,45,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
45,44,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
46,44,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
47,43,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
48,40,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
49,41,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
50,38,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
51,39,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
52,35,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
53,35,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
54,38,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
55,34,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
56,35,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
57,27,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
58,28,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
59,24,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
60,27,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
61,24,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
62,24,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
63,23,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
64,21,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
65,21,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
66,19,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
67,14,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
68,21,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
69,16,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
70,15,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
71,9,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
72,15,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
73,13,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
74,8,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
75,12,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
76,10,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
77,8,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
78,7,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
79,11,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
80,8,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
81,10,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
82,15,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
83,20,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
84,19,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
85,19,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
86,18,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
87,20,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
88,18,Machine 6,0,0,0,1,0,91,-0.021739632872572044,5
89,26,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
90,21,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
91,25,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
92,25,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
93,21,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
94,27,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
95,27,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
96,31,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
97,34,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
98,34,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
99,34,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
100,36,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
101,32,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
102,35,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
103,35,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
104,37,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
105,37,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
106,40,Machine 6,0,0,0,2,0,91,-0.021739632872572044,5
107,44,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
108,44,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
109,51,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
110,46,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
111,45,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
112,46,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
113,48,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
114,48,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
115,52,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
116,51,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
117,51,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
118,58,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
119,53,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
120,57,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
121,56,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
122,60,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
123,57,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
124,57,Machine 6,0,0,0,3,0,91,-0.021739632872572044,5
125,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
126,63,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
127,62,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
128,64,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
129,64,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
130,67,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
131,65,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
132,72,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
133,68,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
134,72,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
135,73,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
136,74,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
137,76,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
138,77,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
139,75,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
140,80,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
141,81,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
142,76,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
143,75,Machine 6,0,0,0,4,0,91,-0.021739632872572044,5
144,82,Machine 6,0,0,0,5,0,91,-0.021739632872572044,5
