index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
2,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
3,54,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
4,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
5,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
6,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
7,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
8,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
9,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
10,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
11,44,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
12,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
13,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
14,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
15,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
16,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
17,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
18,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
19,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
20,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
21,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
22,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
23,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
24,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
25,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
26,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
27,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
28,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
29,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
30,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
31,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
32,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
33,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
34,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
35,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
36,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
37,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
38,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
39,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
40,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
41,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
42,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
43,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
44,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
45,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
46,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
47,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
48,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
49,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
50,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
51,54,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
52,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
53,45,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
54,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
55,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
56,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
57,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
58,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
59,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
60,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
61,45,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
62,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
63,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
64,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
65,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
66,55,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
67,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
68,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
69,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
70,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
71,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
72,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
73,55,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
74,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
75,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
76,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
77,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
78,46,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
79,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
80,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
81,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
82,54,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
83,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
84,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
85,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
86,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
87,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
88,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
89,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
90,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
91,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
92,46,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
93,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
94,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
95,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
96,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
97,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
98,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
99,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
100,56,Machine 7,0,0,0,3,1,49,-0.0047753233477046,3
101,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
102,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
103,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
104,53,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
105,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
106,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
107,45,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
108,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
109,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
110,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
111,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
112,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
113,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
114,47,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
115,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
116,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
117,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
118,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
119,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
120,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
121,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
122,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
123,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
124,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
125,46,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
126,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
127,55,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
128,45,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
129,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
130,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
131,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
132,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
133,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
134,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
135,43,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
136,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
137,46,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
138,45,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
139,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
140,50,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
141,48,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
142,52,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
143,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
144,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
145,54,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
146,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
147,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
148,49,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
149,51,Machine 7,0,0,0,3,0,49,-0.0047753233477046,3
150,49,Machine 7,1,0,0,3,0,49,-0.0047753233477046,3
