index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
2,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
3,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
4,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
5,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
6,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
7,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
8,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
9,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
10,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
11,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
12,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
13,47,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
14,46,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
15,51,Machine 11,0,4,0,3,0,48,-0.0038348371038716,3
16,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
17,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
18,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
19,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
20,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
21,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
22,47,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
23,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
24,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
25,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
26,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
27,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
28,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
29,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
30,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
31,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
32,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
33,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
34,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
35,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
36,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
37,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
38,55,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
39,45,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
40,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
41,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
42,46,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
43,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
44,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
45,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
46,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
47,54,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
48,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
49,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
50,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
51,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
52,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
53,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
54,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
55,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
56,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
57,55,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
58,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
59,56,Machine 11,0,0,0,3,1,48,-0.0038348371038716,3
60,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
61,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
62,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
63,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
64,55,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
65,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
66,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
67,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
68,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
69,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
70,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
71,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
72,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
73,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
74,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
75,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
76,55,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
77,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
78,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
79,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
80,47,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
81,55,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
82,50,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
83,46,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
84,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
85,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
86,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
87,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
88,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
89,47,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
90,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
91,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
92,46,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
93,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
94,52,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
95,48,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
96,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
97,51,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
98,49,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
99,53,Machine 11,0,0,0,3,0,48,-0.0038348371038716,3
