index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
2,51,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
3,47,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
4,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
5,50,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
6,51,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
7,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
8,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
9,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
10,47,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
11,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
12,51,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
13,46,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
14,48,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
15,50,Machine 7,0,5,0,3,0,50,0.00034312636117145355,3
16,53,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
17,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
18,45,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
19,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
20,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
21,51,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
22,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
23,44,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
24,50,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
25,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
26,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
27,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
28,48,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
29,50,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
30,47,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
31,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
32,51,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
33,48,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
34,50,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
35,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
36,45,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
37,52,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
38,49,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
39,48,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
40,48,Machine 7,0,0,0,3,0,50,0.00034312636117145355,3
