index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
2,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
3,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
4,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
5,47,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
6,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
7,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
8,46,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
9,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
10,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
11,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
12,47,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
13,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
14,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
15,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
16,47,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
17,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
18,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
19,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
20,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
21,47,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
22,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
23,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
24,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
25,45,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
26,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
27,46,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
28,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
29,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
30,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
31,46,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
32,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
33,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
34,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
35,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
36,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
37,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
38,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
39,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
40,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
41,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
42,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
43,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
44,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
45,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
46,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
47,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
48,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
49,47,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
50,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
51,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
52,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
53,54,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
54,46,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
55,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
56,51,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
57,52,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
58,53,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
59,49,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
60,48,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
61,50,Machine 10,0,0,0,3,0,55,0.0088359482643671,3
