index,rand,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,86,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
2,87,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
3,91,Machine 2,0,0,0,5,1,10,-0.5313071692075206,1
4,84,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
5,89,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
6,86,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
7,84,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
8,85,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
9,82,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
10,89,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
11,80,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
12,86,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
13,83,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
14,86,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
15,86,Machine 2,0,1,0,5,0,10,-0.5313071692075206,1
16,83,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
17,82,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
18,81,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
19,81,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
20,81,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
21,81,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
22,79,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
23,81,Machine 2,0,0,0,5,0,10,-0.5313071692075206,1
24,76,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
25,75,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
26,78,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
27,74,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
28,76,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
29,72,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
30,79,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
31,75,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
32,73,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
33,70,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
34,73,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
35,69,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
36,74,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
37,72,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
38,68,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
39,72,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
40,70,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
41,71,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
42,67,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
43,65,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
44,62,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
45,66,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
46,66,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
47,63,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
48,61,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
49,65,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
50,65,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
51,64,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
52,62,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
53,57,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
54,63,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
55,59,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
56,63,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
57,63,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
58,60,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
59,62,Machine 2,0,0,0,4,0,10,-0.5313071692075206,1
60,58,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
61,60,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
62,56,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
63,54,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
64,55,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
65,51,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
66,56,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
67,55,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
68,52,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
69,52,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
70,52,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
71,54,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
72,49,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
73,52,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
74,54,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
75,52,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
76,48,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
77,50,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
78,47,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
79,51,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
80,46,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
81,48,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
82,46,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
83,48,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
84,49,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
85,47,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
86,43,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
87,45,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
88,43,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
89,40,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
90,43,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
91,44,Machine 2,0,0,0,3,0,10,-0.5313071692075206,1
92,40,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
93,38,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
94,39,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
95,39,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
96,40,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
97,39,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
98,40,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
99,33,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
100,36,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
101,35,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
102,39,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
103,32,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
104,35,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
105,34,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
106,35,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
107,35,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
108,31,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
109,32,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
110,32,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
111,37,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
112,31,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
113,33,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
114,32,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
115,28,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
116,32,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
117,22,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
118,29,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
119,28,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
120,26,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
121,29,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
122,24,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
123,22,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
124,26,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
125,25,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
126,21,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
127,22,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
128,22,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
129,14,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
130,20,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
131,21,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
132,16,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
133,20,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
134,21,Machine 2,0,0,0,2,0,10,-0.5313071692075206,1
135,16,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
136,16,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
137,18,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
138,17,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
139,20,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
140,14,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
141,15,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
142,18,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
143,14,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
144,10,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
145,12,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
146,14,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
147,15,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
148,12,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
149,14,Machine 2,0,0,0,1,0,10,-0.5313071692075206,1
150,10,Machine 2,1,0,0,1,0,10,-0.5313071692075206,1
