index,value,facet,last,top5,bot5,thresholdGroup,peak,currentValue,slope,thresholdGroupCurrent
1,47,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
2,46,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
3,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
4,48,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
5,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
6,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
7,48,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
8,53,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
9,53,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
10,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
11,54,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
12,54,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
13,51,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
14,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
15,51,Machine 1,0,5,0,3,0,48,-0.0038863949508869,3
16,48,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
17,52,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
18,54,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
19,48,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
20,51,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
21,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
22,54,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
23,52,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
24,52,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
25,48,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
26,51,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
27,47,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
28,53,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
29,46,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
30,51,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
31,51,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
32,46,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
33,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
34,46,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
35,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
36,46,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
37,53,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
38,52,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
39,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
40,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
41,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
42,50,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
43,49,Machine 1,0,0,0,3,0,48,-0.0038863949508869,3
